price,region,address,bedrooms,bathrooms,pricem
799000,"Ajax, ON","2 ROLLO DR, Ajax, Ontario",3,3,0.799
989000,"Ajax, ON","717 OLD HARWOOD AVE, Ajax, Ontario",2,1,0.989
999900,"Ajax, ON","52 ADDLEY CRES, Ajax, Ontario",3,4,0.9999
799900,"Ajax, ON","249 MONARCH AVE, Ajax, Ontario",3,3,0.7999
899999,"Ajax, ON","18 MONK CRES, Ajax, Ontario",3,3,0.899999
1199000,"Ajax, ON","4 SALLIS DR, Ajax, Ontario",4,3,1.199
899000,"Ajax, ON","38 E COXHEAD Lane, Durham, Ontario",3,0,0.899
1449000,"Ajax, ON","4 BIGGS DR, Ajax, Ontario",4,4,1.449
549900,"Ajax, ON","#415 -191 LAKE DRIVEWAY WAY, Ajax, Ontario",2,2,0.5499
1088000,"Ajax, ON","899 FINLEY AVE, Ajax, Ontario",3,3,1.088
899999,"Ajax, ON",Address not available,3,3,0.899999
633000,"Ajax, ON","#502 -92 CHURCH ST S, Ajax, Ontario",2,2,0.633
899000,"Ajax, ON","38 COXHEAD LANE, Ajax, Ontario",3,3,0.899
1199000,"Ajax, ON","4 STOCKBRIDGE CRES, Ajax, Ontario",3,3,1.199
899000,"Ajax, ON","57 CULLCASTLE ST, Ajax, Ontario",3,3,0.899
999900,"Ajax, ON","11 BOOKER DR, Ajax, Ontario",3,3,0.9999
999900,"Ajax, ON","14 TILLER ST, Ajax, Ontario",3,3,0.9999
999900,"Ajax, ON","14 TILLER Street, Ajax, Ontario",3,3,0.9999
938800,"Ajax, ON","93 CARPENDALE CRES, Ajax, Ontario",3,3,0.9388
1199999,"Ajax, ON","31 BELLOTTI CRES, Ajax, Ontario",4,3,1.199999
999000,"Ajax, ON","18 CRANLEY CRT, Ajax, Ontario",3,4,0.999
899000,"Ajax, ON","100 CHRISTENA CRES, Ajax, Ontario",3,2,0.899
850000,"Ajax, ON","37 BEATTY RD, Ajax, Ontario",3,2,0.85
1289900,"Ajax, ON","25 DEVERILL CRES, Ajax, Ontario",3,3,1.2899
1395000,"Ajax, ON","48 LOUGHLIN HILL CRES, Ajax, Ontario",2,3,1.395
775000,"Ajax, ON","124 CARPENDALE CRES, Ajax, Ontario",3,2,0.775
999000,"Ajax, ON","113 ELLIOTTGLEN DR, Ajax, Ontario",3,4,0.999
1190000,"Ajax, ON","24 RAITHBY CRES, Ajax, Ontario",4,4,1.19
950000,"Ajax, ON","38 CEDAR ST, Ajax, Ontario",4,2,0.95
729000,"Ajax, ON","160 CLEMENTS RD E, Ajax, Ontario",3,3,0.729
1099000,"Ajax, ON","22 COUGHLEN ST, Ajax, Ontario",3,3,1.099
749900,"Ajax, ON","29 CLOWES ST W, Ajax, Ontario",2,3,0.7499
1799000,"Ajax, ON","16 BRICE DR, Ajax, Ontario",4,5,1.799
1099000,"Ajax, ON","44 STRICKLAND DR, Ajax, Ontario",4,4,1.099
999898,"Ajax, ON","18 FITZGERALD DR, Ajax, Ontario",2,2,0.999898
699000,"Ajax, ON","16 THORNHARROLD ST, Ajax, Ontario",2,2,0.699
1149000,"Ajax, ON","42 ATHERTON AVE, Ajax, Ontario",3,3,1.149
990000,"Ajax, ON","91 FEINT DR, Ajax, Ontario",3,4,0.99
949900,"Ajax, ON","28 ELGIN ST, Ajax, Ontario",3,2,0.9499
989900,"Ajax, ON","487 ROSSLAND RD E, Ajax, Ontario",3,3,0.9899
998000,"Ajax, ON","51 GURR CRES, Ajax, Ontario",3,4,0.998
1099000,"Ajax, ON","36 TODHUNTER CRES, Ajax, Ontario",3,4,1.099
800000,"Ajax, ON","20 WEEKES DR, Ajax, Ontario",3,2,0.8
1799900,"Ajax, ON","141 ELIZABETH ST, Ajax, Ontario",4,4,1.7999
1388000,"Ajax, ON","127 KEARNEY DR, Ajax, Ontario",4,4,1.388
949900,"Ajax, ON","134 ATHERTON AVE, Ajax, Ontario",3,3,0.9499
699000,"Ajax, ON","92 BURCHER RD, Ajax, Ontario",3,1,0.699
699000,"Ajax, ON","31 WINDSOR AVE, Ajax, Ontario",3,1,0.699
899000,"Ajax, ON","58 BOOTH CRES, Ajax, Ontario",3,3,0.899
849900,"Ajax, ON","9 MILLINGTON CRES, Ajax, Ontario",3,4,0.8499
999999,"Ajax, ON","66 KNAPTON AVE, Ajax, Ontario",4,4,0.999999
1200000,"Ajax, ON","804 AUDLEY RD S, Ajax, Ontario",4,4,1.2
799990,"Ajax, ON","571 ROSSLAND RD E, Ajax, Ontario",3,3,0.79999
799900,"Ajax, ON","44 HORNSELL CIRC, Ajax, Ontario",3,3,0.7999
1499900,"Ajax, ON","8 SIVYER CRES, Ajax, Ontario",4,4,1.4999
899000,"Ajax, ON","38 BOYLETT RD, Ajax, Ontario",4,3,0.899
749000,"Ajax, ON","128 WRIGHT CRES, Ajax, Ontario",3,3,0.749
699900,"Ajax, ON","#1211 -2 WESTNEY RD N, Ajax, Ontario",2,2,0.6999
1250000,"Ajax, ON","76 RADFORD DR, Ajax, Ontario",3,4,1.25
999000,"Ajax, ON","36 ADMIRAL RD, Ajax, Ontario",3,2,0.999
879900,"Ajax, ON","26 ALDONSCHOOL CRT, Ajax, Ontario",3,4,0.8799
989900,"Ajax, ON","38 O'DELL CRT, Ajax, Ontario",3,2,0.9899
799900,"Ajax, ON","479 ROSSLAND RD E, Ajax, Ontario",3,3,0.7999
1399000,"Ajax, ON","42 WILSONGARY CIRC, Ajax, Ontario",4,3,1.399
799998,"Ajax, ON","68 WESTRAY CRES, Ajax, Ontario",3,3,0.799998
799900,"Ajax, ON","86 THORP CRES, Ajax, Ontario",3,3,0.7999
799000,"Ajax, ON","26 HEWITT CRES, Ajax, Ontario",3,2,0.799
916121,"Ajax, ON","175 DELANEY DR, Ajax, Ontario",3,2,0.916121
1399990,"Ajax, ON","8 SNOWLING DR, Ajax, Ontario",4,4,1.39999
999000,"Ajax, ON","56 SNOWLING DR, Ajax, Ontario",3,3,0.999
899900,"Ajax, ON","21 TRAWLEY CRES, Ajax, Ontario",3,2,0.8999
1999999,"Ajax, ON","50 WESTON CRES, Ajax, Ontario",5,5,1.999999
1599888,"Ajax, ON","11 STOCKELL CRES, Ajax, Ontario",4,5,1.599888
1199000,"Ajax, ON","31 DEVINERIDGE AVE, Ajax, Ontario",3,3,1.199
1300000,"Ajax, ON","82 LINTON AVE, Ajax, Ontario",3,4,1.3
1050000,"Ajax, ON","18 BOWERS CRT, Ajax, Ontario",3,3,1.05
850000,"Ajax, ON","74 KIPLING CRES, Ajax, Ontario",4,4,0.85
899999,"Ajax, ON","162 BAYLY ST W, Ajax, Ontario",3,3,0.899999
769900,"Ajax, ON","19 MAPLE ST, Ajax, Ontario",2,1,0.7699
849000,"Ajax, ON","40 RIDEOUT ST, Ajax, Ontario",3,2,0.849
1000000,"Ajax, ON","160 LARGE CRES, Ajax, Ontario",3,4,1
1499000,"Ajax, ON","59 ARFIELD AVE, Ajax, Ontario",4,4,1.499
1299900,"Ajax, ON","31 WATERSPLACE AVE, Ajax, Ontario",4,4,1.2999
999000,"Ajax, ON","16 BROCKMAN CRES, Ajax, Ontario",3,3,0.999
788888,"Ajax, ON",Address not available,3,3,0.788888
549000,"Ajax, ON","#905 -44 FALBY CRT, Ajax, Ontario",2,2,0.549
999000,"Ajax, ON","113 WARNFORD CIRC, Ajax, Ontario",4,3,0.999
2249000,"Ajax, ON","44 WILLIAMSON DR W, Ajax, Ontario",4,5,2.249
1199999,"Ajax, ON","53 TAVERNER CRES, Ajax, Ontario",3,3,1.199999
788888,"Ajax, ON","30 ABELA LANE, Ajax, Ontario",3,3,0.788888
899999,"Ajax, ON","31 TRESHER CRT, Ajax, Ontario",3,3,0.899999
1099000,"Ajax, ON","82 REED DR, Ajax, Ontario",4,3,1.099
1149900,"Ajax, ON","69 MANDRAKE ST, Ajax, Ontario",3,4,1.1499
999000,"Ajax, ON","30 ALDONSCHOOL CRT, Ajax, Ontario",3,3,0.999
1000000,"Ajax, ON","15 SHERWOOD RD W, Ajax, Ontario",3,2,1
699000,"Ajax, ON","20 CLOWES Street, Ajax, Ontario",2,3,0.699
699000,"Ajax, ON","20 CLOWES ST, Ajax, Ontario",2,3,0.699
1099999,"Ajax, ON","78 LARGE CRES, Ajax, Ontario",4,3,1.099999
1549888,"Ajax, ON","11 REDMOND DR, Ajax, Ontario",4,3,1.549888
899777,"Ajax, ON","63 DEVINERIDGE AVE, Ajax, Ontario",3,3,0.899777
1099000,"Ajax, ON","136 GOSS LANE, Ajax, Ontario",4,3,1.099
1699900,"Ajax, ON","10 MCALPINE AVE, Ajax, Ontario",4,5,1.6999
1149000,"Ajax, ON","79 HURLEY RD, Ajax, Ontario",3,2,1.149
1099000,"Ajax, ON","79 MARJORAM DR, Ajax, Ontario",4,3,1.099
899900,"Ajax, ON","144 CHATFIELD DR, Ajax, Ontario",3,3,0.8999
1299900,"Ajax, ON","1127 CHURCH ST N, Ajax, Ontario",3,3,1.2999
909888,"Ajax, ON","88 VENTURA LANE, Ajax, Ontario",3,3,0.909888
1800000,"Ajax, ON","23 AINSBURY AVE, Ajax, Ontario",5,5,1.8
699999,"Ajax, ON","1 ONTARIO ST, Ajax, Ontario",3,1,0.699999
999000,"Ajax, ON","0 CUNLIFFE LANE, Ajax, Ontario",4,4,0.999
1486000,"Ajax, ON","1177 CHURCH ST N, Ajax, Ontario",4,4,1.486
1100000,"Ajax, ON","56 MARSHALL CRES, Ajax, Ontario",3,3,1.1
1349800,"Ajax, ON","L70 COPPINI LANE, Ajax, Ontario",3,3,1.3498
1200000,"Ajax, ON","0 NIMMO LANE N, Ajax, Ontario",3,3,1.2
3499000,"Ajax, ON","2405 AUDLEY RD, Ajax, Ontario",4,2,3.499
769000,"Clarington, ON","118 FERRIS SQ, Clarington, Ontario",3,4,0.769
999000,"Clarington, ON","104 KINGSWOOD DR, Clarington, Ontario",4,4,0.999
799000,"Clarington, ON","122 FIELDCREST AVE, Clarington, Ontario",3,4,0.799
549900,"Clarington, ON","#403 -84 ASPEN SPRINGS DR, Clarington, Ontario",2,2,0.5499
649000,"Clarington, ON","35-37 ONTARIO ST, Clarington, Ontario",1,2,0.649
699900,"Clarington, ON","25 SECOND ST, Clarington, Ontario",3,2,0.6999
749900,"Clarington, ON","57 MALLORY ST, Clarington, Ontario",2,3,0.7499
799900,"Clarington, ON","120 MCFEETERS CRES, Clarington, Ontario",3,2,0.7999
799000,"Clarington, ON","68 RICHARD DAVIES CRES, Clarington, Ontario",4,4,0.799
1199900,"Clarington, ON","91 JENNINGS DR, Clarington, Ontario",4,4,1.1999
699900,"Clarington, ON","15 SOPER CRT, Clarington, Ontario",3,4,0.6999
679000,"Clarington, ON","32 SANDRINGHAM DR, Clarington, Ontario",3,2,0.679
799900,"Clarington, ON","130 GEORGE ST E, Clarington, Ontario",3,3,0.7999
699900,"Clarington, ON","300 SWINDELLS ST, Clarington, Ontario",3,3,0.6999
799900,"Clarington, ON","89 SIDNEY RUNDLE AVE, Clarington, Ontario",3,4,0.7999
969900,"Clarington, ON","104 JEROME WAY, Clarington, Ontario",3,3,0.9699
599000,"Clarington, ON","104 ELGIN ST, Clarington, Ontario",3,1,0.599
988888,"Clarington, ON","9 SAUNDERS AVE, Clarington, Ontario",4,3,0.988888
1150000,"Clarington, ON","35 WABBOKISH CRT, Clarington, Ontario",3,3,1.15
749900,"Clarington, ON","102 KING WILLIAM WAY, Clarington, Ontario",3,3,0.7499
999999,"Clarington, ON","144 NELSON ST, Clarington, Ontario",4,3,0.999999
774900,"Clarington, ON","67 CALE AVE, Clarington, Ontario",3,3,0.7749
1099000,"Clarington, ON","51 PIPER CRES, Clarington, Ontario",3,4,1.099
699900,"Clarington, ON","31 NIDDERY ST, Clarington, Ontario",2,1,0.6999
699900,"Clarington, ON","69 BLUFFS RD, Clarington, Ontario",2,2,0.6999
799000,"Clarington, ON","19 YORKVILLE DR, Clarington, Ontario",2,3,0.799
899900,"Clarington, ON","27 CONNELL LANE, Clarington, Ontario",3,2,0.8999
749900,"Clarington, ON","227 SPRUCEWOOD CRES, Clarington, Ontario",3,4,0.7499
1080000,"Clarington, ON","42 WHITEHAND DR, Clarington, Ontario",4,4,1.08
1149900,"Clarington, ON","7 HENRY SMITH AVE, Clarington, Ontario",4,3,1.1499
699999,"Clarington, ON","101 YORKVILLE DR, Clarington, Ontario",3,4,0.699999
699999,"Clarington, ON","101 YORKVILLE Drive, Courtice, Ontario",3,4,0.699999
1059000,"Clarington, ON","75 WILLIAM COWLES DR, Clarington, Ontario",3,4,1.059
399900,"Clarington, ON","35 WATER ST, Clarington, Ontario",1,1,0.3999
1300000,"Clarington, ON","22 WILLIAM FAIR DR, Clarington, Ontario",4,3,1.3
699900,"Clarington, ON","112 LAKEVIEW RD, Clarington, Ontario",3,1,0.6999
699999,"Clarington, ON","162 EDWARD ST W, Clarington, Ontario",3,2,0.699999
1249000,"Clarington, ON","118 EDWIN CARR ST, Clarington, Ontario",3,3,1.249
1149000,"Clarington, ON","26 WILLOUGHBY PL, Clarington, Ontario",4,4,1.149
1099000,"Clarington, ON","30 SKINNER CRT, Clarington, Ontario",3,3,1.099
2195000,"Clarington, ON","6358 ENFIELD RD, Clarington, Ontario",4,3,2.195
878800,"Clarington, ON","23 ROSER CRES, Clarington, Ontario",4,3,0.8788
899000,"Clarington, ON","63 SHORT CRES, Clarington, Ontario",3,3,0.899
399900,"Clarington, ON","8 KAWARTHA RD, Clarington, Ontario",2,2,0.3999
799999,"Clarington, ON","54 FERRIS SQ, Clarington, Ontario",3,4,0.799999
1750000,"Clarington, ON","123 COURTNEY ST, Clarington, Ontario",4,4,1.75
799900,"Clarington, ON","48 BROOKHOUSE DR, Clarington, Ontario",2,2,0.7999
999999,"Clarington, ON","226 KENNETH COLE DR, Clarington, Ontario",4,4,0.999999
999999,"Clarington, ON","226 KENNETH COLE Drive, Bowmanville, Ontario",4,4,0.999999
799900,"Clarington, ON","19 PRESTONWAY DR, Clarington, Ontario",3,3,0.7999
1399000,"Clarington, ON","99 MCPHAIL AVE, Clarington, Ontario",4,4,1.399
1049900,"Clarington, ON","68 WINDHAM CRES, Clarington, Ontario",3,4,1.0499
998000,"Clarington, ON","48 LANDERVILLE LANE, Clarington, Ontario",4,3,0.998
899000,"Clarington, ON","46 DAISEYFIELD AVE, Clarington, Ontario",3,4,0.899
899900,"Clarington, ON","247 BEAVER ST N, Clarington, Ontario",3,2,0.8999
799000,"Clarington, ON","72 HOBBS DR, Clarington, Ontario",3,2,0.799
1399000,"Clarington, ON","99 MCPHAIL Avenue, Bowmanville, Ontario",4,4,1.399
699900,"Clarington, ON","23 FIRWOOD AVE, Clarington, Ontario",3,4,0.6999
849900,"Clarington, ON","94 COTTON ST, Clarington, Ontario",3,3,0.8499
1450000,"Clarington, ON","234 CROMBIE ST, Clarington, Ontario",4,3,1.45
2299000,"Clarington, ON","5 BUTTERY CRT, Clarington, Ontario",3,4,2.299
799000,"Clarington, ON","10 WALBRIDGE CRT, Clarington, Ontario",3,3,0.799
850000,"Clarington, ON","17 SUMMERLEA CRT, Clarington, Ontario",5,3,0.85
785000,"Clarington, ON","571 LONGWORTH Avenue Unit# 24, Bowmanville, Ontario",3,2,0.785
798000,"Clarington, ON","1 LOANA LANE N, Clarington, Ontario",3,3,0.798
799999,"Clarington, ON","62 RICHARD DAVIES CRES, Clarington, Ontario",3,3,0.799999
799888,"Clarington, ON","83 CRYDERMAN LANE, Clarington, Ontario",3,3,0.799888
899000,"Clarington, ON","13 KINTYRE ST, Clarington, Ontario",3,3,0.899
749900,"Clarington, ON","69A TOWNLINE RD S, Clarington, Ontario",3,2,0.7499
1760000,"Clarington, ON","139 YACHT DR, Clarington, Ontario",5,6,1.76
1499900,"Clarington, ON","46 KILPATRICK CRT, Clarington, Ontario",4,5,1.4999
929000,"Clarington, ON","74 HIGH ST, Clarington, Ontario",3,2,0.929
1225000,"Clarington, ON","109 LYLE DR, Clarington, Ontario",2,2,1.225
1760000,"Clarington, ON","139 YACHT Drive, Bowmanville, Ontario",5,6,1.76
499900,"Clarington, ON","#29 -1430 GORD VINSON AVE, Clarington, Ontario",1,1,0.4999
899900,"Clarington, ON","123 REMMINGTON ST, Clarington, Ontario",4,3,0.8999
1599900,"Clarington, ON","3548 CONCESSION 7 RD, Clarington, Ontario",3,2,1.5999
549900,"Clarington, ON","6 LIBERTY ST S, Clarington, Ontario",3,1,0.5499
849900,"Clarington, ON","38 FOXHUNT TR, Clarington, Ontario",4,3,0.8499
799999,"Clarington, ON","45 EDGERTON DR, Clarington, Ontario",3,3,0.799999
999900,"Clarington, ON","10 HENRY SMITH AVE, Clarington, Ontario",4,3,0.9999
1900000,"Clarington, ON","22 BICE CRT, Clarington, Ontario",3,3,1.9
1499990,"Clarington, ON","134 AUBURN CRT, Clarington, Ontario",4,4,1.49999
699000,"Clarington, ON","30 KINGSVIEW CRT, Clarington, Ontario",3,4,0.699
1099999,"Clarington, ON","266 KENNETH COLE DR, Clarington, Ontario",4,4,1.099999
799000,"Clarington, ON","71 FRY CRES, Clarington, Ontario",3,3,0.799
1779900,"Clarington, ON","92 PERRY AVE, Clarington, Ontario",4,3,1.7799
849900,"Clarington, ON","30 CAREY LANE, Clarington, Ontario",3,3,0.8499
1000000,"Clarington, ON","4020 WALSH RD, Clarington, Ontario",3,3,1
899900,"Clarington, ON","71 CROWS NEST LANE, Clarington, Ontario",3,3,0.8999
1699990,"Clarington, ON","LOT 2 COURVIER CRES, Clarington, Ontario",4,4,1.69999
899900,"Clarington, ON","21 AUBURN LANE, Clarington, Ontario",4,3,0.8999
999900,"Clarington, ON","1 GIMBLETT ST, Clarington, Ontario",2,3,0.9999
1100000,"Clarington, ON","29 PINEDALE CRES, Clarington, Ontario",4,4,1.1
1299000,"Clarington, ON","262 KENNETH COLE DR, Clarington, Ontario",4,4,1.299
999900,"Clarington, ON","267 SWINDELLS ST, Clarington, Ontario",3,4,0.9999
899900,"Clarington, ON","3958 HIGHWAY 2, Clarington, Ontario",3,1,0.8999
795900,"Clarington, ON","132 HIGH ST, Clarington, Ontario",3,2,0.7959
1150000,"Clarington, ON","34 CLARINGTON BLVD, Clarington, Ontario",3,3,1.15
2499900,"Clarington, ON","3620 OLD SCUGOG RD, Clarington, Ontario",5,4,2.4999
799000,"Clarington, ON","86 LARKIN Lane, Bowmanville, Ontario",3,3,0.799
879900,"Clarington, ON","28 KATERSON LANE, Clarington, Ontario",3,2,0.8799
1499999,"Clarington, ON","185 DOUGLAS KEMP CRES, Clarington, Ontario",4,4,1.499999
799000,"Clarington, ON","86 LARKIN LANE, Clarington, Ontario",3,3,0.799
549900,"Clarington, ON","147 COVE RD, Clarington, Ontario",2,0,0.5499
1799999,"Clarington, ON","493 TOWNLINE RD N, Clarington, Ontario",4,3,1.799999
1639000,"Clarington, ON","202 CROMBIE ST, Clarington, Ontario",4,4,1.639
1499999,"Clarington, ON","1363 TOWNLINE RD N, Clarington, Ontario",4,3,1.499999
897900,"Clarington, ON","16 LONGWOOD CRT, Clarington, Ontario",3,3,0.8979
1099900,"Clarington, ON","225 LIBERTY ST, Clarington, Ontario",3,2,1.0999
3899000,"Clarington, ON","10131 LONG SAULT RD, Clarington, Ontario",3,4,3.899
879990,"Clarington, ON","262 SWINDELLS ST, Clarington, Ontario",3,3,0.87999
1549900,"Clarington, ON","197 DOUGLAS KEMP CRES, Clarington, Ontario",4,4,1.5499
999000,"Clarington, ON","75 LIBERTY ST N, Clarington, Ontario",3,2,0.999
1799000,"Clarington, ON","2 LARKIN LANE, Clarington, Ontario",4,5,1.799
1099000,"Clarington, ON","91 LAPRADE SQ, Clarington, Ontario",4,3,1.099
899999,"Clarington, ON","10 DEPEW LANE, Clarington, Ontario",3,3,0.899999
1080000,"Clarington, ON","112 MCBRIDE AVE, Clarington, Ontario",3,3,1.08
1200000,"Clarington, ON","37 LYLE DR, Clarington, Ontario",2,2,1.2
999990,"Clarington, ON","2480 RUNDLE RD, Clarington, Ontario",4,4,0.99999
1073990,"Clarington, ON","#1205 -55 CLARINGTON BLVD, Clarington, Ontario",2,3,1.07399
879000,"Clarington, ON","104 DUKE ST, Clarington, Ontario",2,1,0.879
1799000,"Clarington, ON","3657 CONCESSION 4 RD, Clarington, Ontario",2,1,1.799
3500000,"Clarington, ON","1953 HIGHWAY 2 RD, Clarington, Ontario",3,1,3.5
3500000,"Clarington, ON","2571 SOLINA RD, Clarington, Ontario",3,2,3.5
1800000,"Clarington, ON","3741 LAKESHORE RD E, Clarington, Ontario",4,5,1.8
3950000,"Clarington, ON","1610 CONCESSION ROAD 7 RD, Clarington, Ontario",3,4,3.95
2599900,"Clarington, ON","24 TAMBLYN RD, Clarington, Ontario",3,3,2.5999
599900,"Brock, ON","616 SIMCOE ST, Brock, Ontario",2,1,0.5999
999900,"Brock, ON","2105 CONCESSION 6 RD, Brock, Ontario",3,3,0.9999
599900,"Brock, ON","616 SIMCOE Street, Beaverton, Ontario",2,1,0.5999
749900,"Brock, ON","80 CAMERON ST, Brock, Ontario",4,2,0.7499
599900,"Brock, ON","310 LAKELAND CRES, Brock, Ontario",3,2,0.5999
699000,"Brock, ON","40658 SHORE Road, Beaverton, Ontario",4,1,0.699
589900,"Brock, ON","140 LAIDLAW ST S, Brock, Ontario",3,1,0.5899
699000,"Brock, ON","40658 SHORE RD, Brock, Ontario",4,1,0.699
2998000,"Brock, ON","31750 SIMCOE ST, Brock, Ontario",3,4,2.998
1500000,"Brock, ON","24255 SIDEROAD 17 RD, Brock, Ontario",4,3,1.5
799000,"Brock, ON","4 ART WELSH LANE, Brock, Ontario",3,3,0.799
899000,"Brock, ON","111 TERRY CLAYTON AVE, Brock, Ontario",4,4,0.899
999900,"Brock, ON","133 TERRY CLAYTON AVE, Brock, Ontario",4,3,0.9999
899000,"Brock, ON","111 TERRY CLAYTON Avenue, Beaverton, Ontario",4,4,0.899
989000,"Brock, ON","420 CENTRE ST, Brock, Ontario",3,4,0.989
749900,"Brock, ON","264 CHURCH ST, Brock, Ontario",3,2,0.7499
999900,"Brock, ON","52 POLLOCK AVE, Brock, Ontario",3,3,0.9999
679900,"Brock, ON","517 HIGHLAND CRES, Brock, Ontario",3,3,0.6799
1690000,"Brock, ON","C205 DURHAM REG RD 12, Brock, Ontario",5,2,1.69
935000,"Brock, ON","16 DON HADDEN CRES, Brock, Ontario",3,3,0.935
1450000,"Brock, ON","16970 SIDEROAD 18A RD, Brock, Ontario",0,0,1.45
989000,"Brock, ON","672 SIMCOE ST, Brock, Ontario",3,2,0.989
1299000,"Brock, ON","3 PATRICIA CRES, Brock, Ontario",4,4,1.299
799999,"Brock, ON","17 LAIDLAW ST S, Brock, Ontario",7,2,0.799999
2700000,"Brock, ON","690 THORAH CONCESSION 2 RD, Brock, Ontario",4,3,2.7
479000,"Brock, ON","40630 & 40632 SHORE RD, Brock, Ontario",3,2,0.479
4750000,"Brock, ON","735 CONCESSION 9 RD, Brock, Ontario",4,3,4.75
599900,"Oshawa, ON","58 WAVERLY ST S, Oshawa, Ontario",3,2,0.5999
700000,"Oshawa, ON","1138 WAKEFIELD CRES, Oshawa, Ontario",3,1,0.7
499000,"Oshawa, ON","60 BROCK ST E, Oshawa, Ontario",3,3,0.499
799000,"Oshawa, ON","759 ADELAIDE AVE, Oshawa, Ontario",3,2,0.799
549000,"Oshawa, ON","#41 -350 CAMELOT CRT, Oshawa, Ontario",3,2,0.549
899900,"Oshawa, ON","180 SHERWOOD AVE, Oshawa, Ontario",3,2,0.8999
1159000,"Oshawa, ON","419 COMPTON CRES, Oshawa, Ontario",3,4,1.159
899900,"Oshawa, ON","1427 ASHGROVE CRES, Oshawa, Ontario",3,4,0.8999
1099000,"Oshawa, ON","1120 TALL PINE AVE, Oshawa, Ontario",3,4,1.099
1399999,"Oshawa, ON","344 NINA CRT, Oshawa, Ontario",4,4,1.399999
699900,"Oshawa, ON","211 MADAWASKA AVE, Oshawa, Ontario",3,1,0.6999
1025000,"Oshawa, ON","433 MILTON ST, Oshawa, Ontario",3,2,1.025
779000,"Oshawa, ON","157 CENTRE ST S, Oshawa, Ontario",3,3,0.779
999000,"Oshawa, ON","1335 CRONK CRT, Oshawa, Ontario",3,4,0.999
529999,"Oshawa, ON","#416 -1800 SIMCOE ST N, Oshawa, Ontario",3,3,0.529999
769900,"Oshawa, ON","#37 -811 WILSON RD N, Oshawa, Ontario",3,2,0.7699
679999,"Oshawa, ON","115 WAYNE AVE, Oshawa, Ontario",3,2,0.679999
1100000,"Oshawa, ON","851 FLORELL DR, Oshawa, Ontario",3,2,1.1
789000,"Oshawa, ON","168 ANNIS ST, Oshawa, Ontario",3,3,0.789
749000,"Oshawa, ON","1052 SOUTHPORT DR, Oshawa, Ontario",3,3,0.749
599000,"Oshawa, ON","126 VANCOUVER ST, Oshawa, Ontario",3,2,0.599
1025000,"Oshawa, ON","433 MILTON Street, Oshawa, Ontario",3,2,1.025
679999,"Oshawa, ON","115 WAYNE Avenue, Oshawa, Ontario",3,2,0.679999
727777,"Oshawa, ON","#5 -33 TAUNTON RD E, Oshawa, Ontario",2,2,0.727777
899900,"Oshawa, ON","1720 RADCLIFFE DR, Oshawa, Ontario",3,3,0.8999
1549000,"Oshawa, ON","554 WINDFIELDS FARM DR W, Oshawa, Ontario",4,5,1.549
888888,"Oshawa, ON","89 SARITA PATH, Oshawa, Ontario",3,3,0.888888
949000,"Oshawa, ON","528 GRANDVIEW ST S, Oshawa, Ontario",3,2,0.949
899900,"Oshawa, ON","853 CAPRI CRT, Oshawa, Ontario",3,2,0.8999
549900,"Oshawa, ON","#44 -1300 OXFORD ST, Oshawa, Ontario",3,2,0.5499
999000,"Oshawa, ON","1657 ERINDALE CRES, Oshawa, Ontario",3,4,0.999
649900,"Oshawa, ON","#100 -1330 TROWBRIDGE DR E, Oshawa, Ontario",3,2,0.6499
849900,"Oshawa, ON","811 GLENRUSH ST, Oshawa, Ontario",2,2,0.8499
999000,"Oshawa, ON","1657 ERINDALE Crescent, Oshawa, Ontario",3,4,0.999
899000,"Oshawa, ON","1644 SARASOTA CRES, Oshawa, Ontario",3,4,0.899
975000,"Oshawa, ON","944 GRANDVIEW ST N, Oshawa, Ontario",4,4,0.975
879000,"Oshawa, ON","202 COSGROVE DR, Oshawa, Ontario",4,3,0.879
1499000,"Oshawa, ON","2292 SECRETO DR, Oshawa, Ontario",4,3,1.499
975000,"Oshawa, ON","42 SUNSET DR, Oshawa, Ontario",5,4,0.975
999999,"Oshawa, ON","914 TRADDLES AVE, Oshawa, Ontario",4,4,0.999999
749900,"Oshawa, ON","365 ARTHUR ST, Oshawa, Ontario",3,2,0.7499
699900,"Oshawa, ON","316 WALMER RD, Oshawa, Ontario",2,2,0.6999
899900,"Oshawa, ON","179 HARMONY RD N, Oshawa, Ontario",3,2,0.8999
849900,"Oshawa, ON","770 CAMBRIDGE CRT, Oshawa, Ontario",3,2,0.8499
649000,"Oshawa, ON","375 ELGIN ST, Oshawa, Ontario",3,3,0.649
949999,"Oshawa, ON","233 STEVENSON RD, Oshawa, Ontario",4,2,0.949999
1149900,"Oshawa, ON","979 COPPERFIELD DR, Oshawa, Ontario",3,4,1.1499
749000,"Oshawa, ON","226 ALBERT ST, Oshawa, Ontario",3,2,0.749
629900,"Oshawa, ON","124 STEVENSON RD N, Oshawa, Ontario",2,3,0.6299
799900,"Oshawa, ON","1213 CHERRYDOWN DR, Oshawa, Ontario",3,2,0.7999
649900,"Oshawa, ON","196 CLARKE ST, Oshawa, Ontario",3,1,0.6499
699999,"Oshawa, ON","892 GENTRY CRES, Oshawa, Ontario",3,2,0.699999
699900,"Oshawa, ON","871 KING ST E, Oshawa, Ontario",3,2,0.6999
